time,open,high,low,close,tick_volume,spread,real_volume
2026-05-08 06:30:00,1.17288,1.17337,1.17278,1.17283,1004,0,0
2026-05-08 07:00:00,1.17283,1.17306,1.17264,1.17293,1057,0,0
2026-05-08 07:30:00,1.17292,1.17358,1.17281,1.17352,1056,1,0
2026-05-08 08:00:00,1.17352,1.17367,1.1732,1.17363,975,1,0
2026-05-08 08:30:00,1.17363,1.17387,1.17339,1.17371,1302,1,0
2026-05-08 09:00:00,1.17371,1.17475,1.17366,1.17474,2127,0,0
2026-05-08 09:30:00,1.17474,1.17482,1.17426,1.17443,2079,0,0
2026-05-08 10:00:00,1.17443,1.17479,1.17412,1.1742,2321,0,0
2026-05-08 10:30:00,1.17424,1.17465,1.17413,1.17429,1582,0,0
2026-05-08 11:00:00,1.17429,1.1755200000000001,1.17412,1.17548,2049,0,0
2026-05-08 11:30:00,1.17548,1.17656,1.17544,1.17637,2332,0,0
2026-05-08 12:00:00,1.17638,1.17734,1.17629,1.17681,1971,0,0
2026-05-08 12:30:00,1.17681,1.17716,1.17656,1.1769,1677,0,0
2026-05-08 13:00:00,1.1769,1.17724,1.1768,1.17694,1282,1,0
2026-05-08 13:30:00,1.17694,1.17722,1.17611,1.17632,2113,0,0
2026-05-08 14:00:00,1.17632,1.17679,1.17611,1.17669,1638,0,0
2026-05-08 14:30:00,1.17669,1.17688,1.17629,1.17652,1525,0,0
2026-05-08 15:00:00,1.17652,1.17671,1.17585,1.1764999999999999,2387,0,0
2026-05-08 15:30:00,1.1764999999999999,1.17787,1.17574,1.17741,4396,0,0
2026-05-08 16:00:00,1.17738,1.17788,1.17654,1.17775,3760,0,0
2026-05-08 16:30:00,1.17775,1.1787,1.17757,1.1779,3838,0,0
2026-05-08 17:00:00,1.17789,1.17797,1.17661,1.17676,3427,0,0
2026-05-08 17:30:00,1.17676,1.17765,1.17668,1.17743,2795,0,0
2026-05-08 18:00:00,1.17743,1.17784,1.17663,1.17724,2623,0,0
2026-05-08 18:30:00,1.17724,1.17784,1.17681,1.17728,2764,0,0
2026-05-08 19:00:00,1.17726,1.17785,1.17709,1.17765,1683,0,0
2026-05-08 19:30:00,1.17765,1.17774,1.17702,1.1771099999999999,1244,0,0
2026-05-08 20:00:00,1.1771099999999999,1.17754,1.17697,1.17741,1213,0,0
2026-05-08 20:30:00,1.17741,1.1776200000000001,1.17712,1.17712,947,0,0
2026-05-08 21:00:00,1.17718,1.17815,1.17702,1.17783,1830,0,0
2026-05-08 21:30:00,1.17783,1.17802,1.17742,1.17784,1421,1,0
2026-05-08 22:00:00,1.17785,1.1782,1.1777199999999999,1.17817,1075,0,0
2026-05-08 22:30:00,1.17817,1.17831,1.17764,1.17801,1580,0,0
2026-05-08 23:00:00,1.178,1.17848,1.17776,1.17837,861,3,0
2026-05-08 23:30:00,1.17837,1.17877,1.17824,1.17824,876,0,0
2026-05-11 00:00:00,1.17461,1.17556,1.17393,1.17549,561,2,0
2026-05-11 00:30:00,1.17549,1.17689,1.1752,1.17634,702,3,0
2026-05-11 01:00:00,1.17635,1.17648,1.17577,1.17632,1128,0,0
2026-05-11 01:30:00,1.17632,1.17644,1.17621,1.17638,661,3,0
2026-05-11 02:00:00,1.17638,1.17676,1.17632,1.17669,495,1,0
2026-05-11 02:30:00,1.17668,1.17699,1.17658,1.1767,815,0,0
2026-05-11 03:00:00,1.1767,1.17714,1.17655,1.17705,1297,1,0
2026-05-11 03:30:00,1.17706,1.17719,1.1766,1.17698,1115,1,0
2026-05-11 04:00:00,1.17698,1.1771099999999999,1.17646,1.1769,1305,1,0
2026-05-11 04:30:00,1.17689,1.17695,1.17607,1.17628,1241,1,0
2026-05-11 05:00:00,1.17628,1.17656,1.17624,1.17651,1000,0,0
2026-05-11 05:30:00,1.17651,1.17662,1.17588,1.17592,850,1,0
2026-05-11 06:00:00,1.17591,1.17592,1.17558,1.17571,756,1,0
2026-05-11 06:30:00,1.17571,1.1759,1.17551,1.17565,657,2,0
2026-05-11 07:00:00,1.17565,1.17572,1.17533,1.17543,541,0,0
2026-05-11 07:30:00,1.17543,1.17547,1.17498,1.17504,577,2,0
2026-05-11 08:00:00,1.17504,1.17546,1.17494,1.17523,848,0,0
2026-05-11 08:30:00,1.17523,1.17532,1.17475,1.175,920,0,0
2026-05-11 09:00:00,1.175,1.17592,1.175,1.1759,1900,0,0
2026-05-11 09:30:00,1.1759,1.17681,1.17583,1.17675,1489,0,0
2026-05-11 10:00:00,1.17675,1.17746,1.17642,1.17712,2165,0,0
2026-05-11 10:30:00,1.17712,1.17722,1.1767,1.1772,1552,0,0
2026-05-11 11:00:00,1.1772,1.17821,1.17712,1.17798,1803,0,0
2026-05-11 11:30:00,1.17798,1.17812,1.1770100000000001,1.17713,1642,0,0
2026-05-11 12:00:00,1.17714,1.17744,1.177,1.1771,1345,1,0
2026-05-11 12:30:00,1.1771,1.1773,1.17662,1.17673,1424,1,0
2026-05-11 13:00:00,1.17672,1.17686,1.1764000000000001,1.17679,1160,1,0
2026-05-11 13:30:00,1.17679,1.1774,1.17666,1.1769,1750,0,0
2026-05-11 14:00:00,1.1769,1.17746,1.1768399999999999,1.1774,1483,0,0
2026-05-11 14:30:00,1.17741,1.1774499999999999,1.1763,1.17683,1696,0,0
2026-05-11 15:00:00,1.17683,1.1774499999999999,1.17638,1.17717,1856,0,0
2026-05-11 15:30:00,1.17716,1.17744,1.17676,1.1774,2264,0,0
2026-05-11 16:00:00,1.1774,1.17852,1.1774,1.1783299999999999,2739,0,0
2026-05-11 16:30:00,1.17834,1.17876,1.17782,1.17853,3012,0,0
2026-05-11 17:00:00,1.17853,1.17875,1.17792,1.17855,2491,0,0
2026-05-11 17:30:00,1.17855,1.17878,1.17778,1.17794,2702,0,0
2026-05-11 18:00:00,1.17794,1.17853,1.17782,1.17813,2220,0,0
2026-05-11 18:30:00,1.17812,1.17827,1.17763,1.17799,2659,0,0
2026-05-11 19:00:00,1.17799,1.17803,1.1775,1.17755,1692,0,0
2026-05-11 19:30:00,1.17755,1.17789,1.1772,1.17732,1822,0,0
2026-05-11 20:00:00,1.17732,1.17774,1.17703,1.1776,1723,0,0
2026-05-11 20:30:00,1.1776,1.17786,1.17747,1.17779,930,0,0
2026-05-11 21:00:00,1.17779,1.17804,1.1777,1.17793,1161,0,0
2026-05-11 21:30:00,1.17792,1.17799,1.17738,1.17749,1082,1,0
2026-05-11 22:00:00,1.17749,1.1777,1.17731,1.17755,1240,0,0
2026-05-11 22:30:00,1.17755,1.17778,1.17744,1.17774,1066,1,0
2026-05-11 23:00:00,1.17773,1.17809,1.17738,1.17803,886,1,0
2026-05-11 23:30:00,1.17804,1.17829,1.178,1.17816,553,3,0
2026-05-12 00:00:00,1.1778,1.1784,1.1771,1.17824,325,3,0
2026-05-12 00:30:00,1.17828,1.17845,1.17808,1.17845,364,3,0
2026-05-12 01:00:00,1.17845,1.17875,1.17842,1.17868,442,0,0
2026-05-12 01:30:00,1.17868,1.17872,1.17842,1.17851,383,3,0
2026-05-12 02:00:00,1.17851,1.17852,1.17805,1.1780599999999999,357,2,0
2026-05-12 02:30:00,1.1780599999999999,1.17812,1.17763,1.17783,485,0,0
2026-05-12 03:00:00,1.17784,1.17784,1.17727,1.17748,968,0,0
2026-05-12 03:30:00,1.17748,1.1775,1.17652,1.17669,1099,0,0
2026-05-12 04:00:00,1.1767,1.17689,1.1761300000000001,1.1762,1428,0,0
2026-05-12 04:30:00,1.1762,1.17663,1.17572,1.17614,2081,0,0
2026-05-12 05:00:00,1.17614,1.17633,1.1758899999999999,1.1761,1047,1,0
2026-05-12 05:30:00,1.17609,1.17645,1.17591,1.17624,775,1,0
2026-05-12 06:00:00,1.17624,1.1763,1.1756,1.17568,791,2,0
2026-05-12 06:30:00,1.17568,1.17582,1.17537,1.17555,737,0,0
2026-05-12 07:00:00,1.17555,1.17578,1.1755,1.17558,648,0,0
2026-05-12 07:30:00,1.17558,1.17597,1.17548,1.1757,915,0,0
2026-05-12 08:00:00,1.17571,1.17584,1.17516,1.17548,1261,0,0
