open,high,low,close,tick_volume,EMA_20,EMA_50,RSI,MACD,Signal,Histogram
1.17052,1.17055,1.16972,1.17017,1223,1.1710011664080713,1.171831707429908,56.944444444443874,-0.0003702404173799856,-0.00041282584239025967,4.2585425010274085e-05
1.17017,1.17055,1.17014,1.17037,1031,1.1709410553215882,1.1717743855699116,54.96368038740708,-0.0003777190604448144,-0.00040580448600117063,2.8085425556356226e-05
1.17037,1.17045,1.17,1.17034,904,1.1708838119576275,1.1717181351554053,46.3068181818158,-0.0003816670678551404,-0.00040097700237196456,1.9309934516824182e-05
1.17034,1.17091,1.17027,1.1709,1609,1.1708853536759487,1.171686051423821,55.16372795969826,-0.0003357383891269272,-0.0003879292797229571,5.219089059602989e-05
1.1709,1.17122,1.17058,1.17101,1781,1.1708972247544298,1.171659539603279,56.15763546798242,-0.00028715337429296994,-0.00036777409863695973,8.062072434398979e-05
1.17101,1.17125,1.17063,1.17104,1548,1.1709108223968652,1.1716352439325624,52.2788203753353,-0.00024342262621179778,-0.00034290380415192737,9.94811779401296e-05
1.17105,1.17112,1.17046,1.17102,995,1.1709212202638304,1.1716111167195207,46.42857142857119,-0.00020798203867000709,-0.00031591945105554335,0.00010793741238553626
1.17102,1.17116,1.17053,1.17057,941,1.1708877707148941,1.171570288612873,38.52459016393438,-0.00021374246679362052,-0.00029548405420315877,8.174158740953825e-05
1.17059,1.17102,1.17021,1.17076,1262,1.1708756020753806,1.171538512588839,42.328042328041334,-0.00020066311598654352,-0.00027651986655983574,7.585675057329223e-05
1.17076,1.17116,1.17074,1.17086,1282,1.1708741161634395,1.1715119042520217,38.41807909604346,-0.00018015179423191974,-0.0002572462520942526,7.709445786233284e-05
1.17086,1.17133,1.1707,1.17109,856,1.1708946765288262,1.1714953589872366,48.18181818181616,-0.00014368108010276437,-0.00023453321769595494,9.085213759319057e-05
1.17109,1.17162,1.17084,1.17146,1240,1.1709485168594143,1.1714939723602862,53.15068493150645,-8.395409803441112e-05,-0.0002044173937636462,0.00012046329572923509
1.17146,1.17149,1.17098,1.17109,944,1.170961991444232,1.1714781303069417,61.587301587300836,-6.571838162172661e-05,-0.00017667759133526228,0.00011095920971353567
1.17109,1.17131,1.17094,1.1712,694,1.1709846589257338,1.1714672232360814,61.09324758842591,-4.1907283216735536e-05,-0.00014972352971155694,0.0001078162464948214
1.1712,1.17175,1.17091,1.17166,1116,1.171048977123283,1.1714747831091763,73.06501547987713,1.3920868333627823e-05,-0.00011699465010251999,0.0001309155184361478
1.17166,1.17179,1.171,1.1711,993,1.171053836444875,1.1714600857323458,60.1671309192224,1.2829866062880058e-05,-9.102974686943999e-05,0.00010385961293232005
1.17111,1.17129,1.1707,1.17085,603,1.171034423450125,1.1714361608016657,56.69291338582714,-8.114137038717217e-06,-7.444662490329544e-05,6.633248786457822e-05
1.17085,1.17106,1.17072,1.17096,554,1.1710273355024943,1.1714174878290513,50.89285714285643,-1.565585870477726e-05,-6.26884716635918e-05,4.7032612958814544e-05
1.17096,1.17107,1.17085,1.17094,304,1.17101901783559,1.1713987628161473,48.92966360856236,-2.2981642247010825e-05,-5.474710578027561e-05,3.176546353326478e-05
1.17095,1.17098,1.17061,1.17071,642,1.1709895875655336,1.1713717525096317,45.244956772331754,-4.6806895537931936e-05,-5.315906373180688e-05,6.352168193874941e-06
1.17071,1.17081,1.17035,1.17042,553,1.1709353411307208,1.171334428881803,41.97860962566854,-8.80738957453886e-05,-6.014203013452322e-05,-2.7931865610865376e-05
1.17042,1.17076,1.17028,1.17059,525,1.1709024514992237,1.1713052355923206,50.28901734103917,-0.00010584064638408108,-6.92817533844348e-05,-3.6558892999646287e-05
